2.14026e-24,2.21944e-23,2.23628e-22,2.0809e-21,1.77649e-20,1.38165e-19,9.71121e-19,6.11245e-18,3.40916e-17,1.66444e-16,7.01311e-16,2.50832e-15,7.47074e-15,1.81304e-14,3.50186e-14,5.26101e-14,6.03933e-14,5.26101e-14,3.50186e-14,1.81304e-14,7.47074e-15,2.50832e-15,7.01311e-16,1.66444e-16,3.40916e-17,6.11245e-18,9.71121e-19,1.38165e-19,1.77649e-20,2.0809e-21,2.23712e-22,2.33089e-23
3.48288e-24,3.59933e-23,3.61633e-22,3.3554e-21,2.85628e-20,2.215e-19,1.55236e-18,9.74291e-18,5.41873e-17,2.63834e-16,1.10876e-15,3.95591e-15,1.17562e-14,2.84765e-14,5.49204e-14,8.2431e-14,9.45948e-14,8.2431e-14,5.49204e-14,2.84765e-14,1.17562e-14,3.95591e-15,1.10876e-15,2.63834e-16,5.41873e-17,9.74291e-18,1.55236e-18,2.215e-19,2.85628e-20,3.35542e-21,3.61772e-22,3.78258e-23
6.19604e-24,6.3861e-23,6.40083e-22,5.92454e-21,5.03088e-20,3.89177e-19,2.7208e-18,1.70347e-17,9.45149e-17,4.59115e-16,1.92512e-15,6.85426e-15,2.0331e-14,4.91671e-14,9.47049e-14,1.42028e-13,1.6294e-13,1.42028e-13,9.47049e-14,4.91671e-14,2.0331e-14,6.85426e-15,1.92512e-15,4.59115e-16,9.45149e-17,1.70347e-17,2.7208e-18,3.89177e-19,5.03089e-20,5.92456e-21,6.4033e-22,6.71341e-23
1.07711e-23,1.10757e-22,1.10776e-21,1.02312e-20,8.66909e-20,6.69159e-19,4.66803e-18,2.91631e-17,1.61466e-16,7.8272e-16,3.27557e-15,1.1641e-14,3.44717e-14,8.32448e-14,1.60166e-13,2.40027e-13,2.753e-13,2.40027e-13,1.60166e-13,8.32448e-14,3.44717e-14,1.1641e-14,3.27557e-15,7.8272e-16,1.61466e-16,2.91631e-17,4.66803e-18,6.69159e-19,8.66909e-20,1.02313e-20,1.10819e-21,1.16462e-22
1.80724e-23,1.85434e-22,1.85097e-21,1.70613e-20,1.44271e-19,1.11136e-18,7.7372e-18,4.82409e-17,2.66568e-16,1.28975e-15,5.3876e-15,1.91142e-14,5.65146e-14,1.36295e-13,2.61966e-13,3.92326e-13,4.49876e-13,3.92326e-13,2.61966e-13,1.36295e-13,5.65146e-14,1.91142e-14,5.3876e-15,1.28975e-15,2.66568e-16,4.82409e-17,7.7372e-18,1.11136e-18,1.44271e-19,1.70613e-20,1.8517e-21,1.95027e-22
2.91853e-23,2.98854e-22,2.97759e-21,2.73944e-20,2.31212e-19,1.77773e-18,1.23531e-17,7.68769e-17,4.24027e-16,2.04795e-15,8.54025e-15,3.02512e-14,8.93146e-14,2.15134e-13,4.13101e-13,6.18288e-13,7.08832e-13,6.18288e-13,4.13101e-13,2.15134e-13,8.93146e-14,3.02512e-14,8.54025e-15,2.04795e-15,4.24027e-16,7.68769e-17,1.23531e-17,1.77773e-18,2.31212e-19,2.73945e-20,2.97877e-21,3.14381e-22
4.53078e-23,4.63074e-22,4.60578e-21,4.23002e-20,3.56392e-19,2.73538e-18,1.89743e-17,1.17878e-16,6.49069e-16,3.12968e-15,1.30306e-14,4.60889e-14,1.35893e-13,3.26954e-13,6.27262e-13,9.38284e-13,1.07548e-12,9.38284e-13,6.27262e-13,3.26954e-13,1.35893e-13,4.60889e-14,1.30306e-14,3.12968e-15,6.49069e-16,1.17878e-16,1.89743e-17,2.73538e-18,3.56392e-19,4.23003e-20,4.60762e-21,4.87225e-22
6.75669e-23,6.89371e-22,6.84561e-21,6.27697e-20,5.27997e-19,4.0459e-18,2.80195e-17,1.73793e-16,9.5545e-16,4.59998e-15,1.91245e-14,6.75508e-14,1.98929e-13,4.78115e-13,9.16513e-13,1.37024e-12,1.5703e-12,1.37024e-12,9.16513e-13,4.78115e-13,1.98929e-13,6.75508e-14,1.91245e-14,4.59998e-15,9.5545e-16,1.73793e-16,2.80195e-17,4.0459e-18,5.27997e-19,6.27699e-20,6.84835e-21,7.25453e-22
9.67411e-23,9.85462e-22,9.77158e-21,8.94672e-20,7.51453e-19,5.74967e-18,3.97601e-17,2.46255e-16,1.35189e-15,6.4996e-15,2.69864e-14,9.52029e-14,2.80049e-13,6.72438e-13,1.28806e-12,1.92479e-12,2.20546e-12,1.92479e-12,1.28806e-12,6.72438e-13,2.80049e-13,9.52029e-14,2.69864e-14,6.4996e-15,1.35189e-15,2.46255e-16,3.97601e-17,5.74967e-18,7.51453e-19,8.94675e-20,9.77552e-21,1.03721e-21
1.32926e-22,1.35212e-21,1.33897e-20,1.22433e-19,1.02697e-18,7.84735e-18,5.41941e-17,3.35214e-16,1.8379e-15,8.82526e-15,3.65992e-14,1.28972e-13,3.79005e-13,9.09267e-13,1.74054e-12,2.59984e-12,2.9785e-12,2.59984e-12,1.74054e-12,9.09267e-13,3.79005e-13,1.28972e-13,3.65992e-14,8.82526e-15,1.8379e-15,3.35214e-16,5.41941e-17,7.84735e-18,1.02697e-18,1.22433e-19,1.33952e-20,1.42333e-21
1.75208e-22,1.77998e-21,1.76064e-20,1.60802e-19,1.34724e-18,1.02826e-17,7.09293e-17,4.38224e-16,2.39997e-15,1.15117e-14,4.76902e-14,1.67892e-13,4.92946e-13,1.18173e-12,2.26078e-12,3.37565e-12,3.8668e-12,3.37565e-12,2.26078e-12,1.18173e-12,4.92946e-13,1.67892e-13,4.76902e-14,1.15117e-14,2.39997e-15,4.38224e-16,7.09293e-17,1.02826e-17,1.34724e-18,1.60802e-19,1.76136e-20,1.87396e-21
2.21463e-22,2.24747e-21,2.22084e-20,2.02631e-19,1.69599e-18,1.29314e-17,8.91122e-17,5.50022e-16,3.00934e-15,1.4421e-14,5.96899e-14,2.09962e-13,6.16003e-13,1.47579e-12,2.82193e-12,4.21216e-12,4.82449e-12,4.21216e-12,2.82193e-12,1.47579e-12,6.16003e-13,2.09962e-13,5.96899e-14,1.4421e-14,3.00934e-15,5.50022e-16,8.91122e-17,1.29314e-17,1.69599e-18,2.02632e-19,2.22175e-20,2.36639e-21
2.68362e-22,2.72098e-21,2.68655e-20,2.4492e-19,2.04825e-18,1.56043e-17,1.07443e-16,6.62625e-16,3.62253e-15,1.73461e-14,7.17441e-14,2.5219e-13,7.39435e-13,1.77056e-12,3.38418e-12,5.05007e-12,5.78366e-12,5.05007e-12,3.38418e-12,1.77056e-12,7.39435e-13,2.5219e-13,7.17441e-14,1.73461e-14,3.62253e-15,6.62625e-16,1.07443e-16,1.56043e-17,2.04825e-18,2.44921e-19,2.68765e-20,2.86521e-21
3.11681e-22,3.15799e-21,3.11602e-20,2.83889e-19,2.37261e-18,1.80636e-17,1.24296e-16,7.66074e-16,4.18546e-15,2.00295e-14,8.2795e-14,2.90879e-13,8.52458e-13,2.04034e-12,3.89856e-12,5.81645e-12,6.6609e-12,5.81645e-12,3.89856e-12,2.04034e-12,8.52458e-13,2.90879e-13,8.2795e-14,2.00295e-14,4.18546e-15,7.66074e-16,1.24296e-16,1.80636e-17,2.37261e-18,2.8389e-19,3.11731e-20,3.32563e-21
3.46888e-22,3.51294e-21,3.46466e-20,3.15505e-19,2.63561e-18,2.00566e-17,1.37946e-16,8.4981e-16,4.64087e-15,2.21992e-14,9.17257e-14,3.22129e-13,9.43713e-13,2.25809e-12,4.31361e-12,6.43472e-12,7.36854e-12,6.43472e-12,4.31361e-12,2.25809e-12,9.43713e-13,3.22129e-13,9.17257e-14,2.21992e-14,4.64087e-15,8.4981e-16,1.37946e-16,2.00566e-17,2.63561e-18,3.15507e-19,3.46609e-20,3.69961e-21
3.69914e-22,3.74498e-21,3.69248e-20,3.36158e-19,2.80734e-18,2.13574e-17,1.46851e-16,9.04423e-16,4.93778e-15,2.36133e-14,9.75441e-14,3.42483e-13,1.00313e-12,2.39983e-12,4.58373e-12,6.83705e-12,7.82902e-12,6.83705e-12,4.58373e-12,2.39983e-12,1.00313e-12,3.42483e-13,9.75441e-14,2.36133e-14,4.93778e-15,9.04423e-16,1.46851e-16,2.13574e-17,2.80734e-18,3.36159e-19,3.69401e-20,3.9441e-21
3.77927e-22,3.82572e-21,3.77173e-20,3.43341e-19,2.86706e-18,2.18097e-17,1.49947e-16,9.23404e-16,5.04095e-15,2.41045e-14,9.95651e-14,3.49552e-13,1.02376e-12,2.44904e-12,4.67751e-12,6.97672e-12,7.98887e-12,6.97672e-12,4.67751e-12,2.44904e-12,1.02376e-12,3.49552e-13,9.95651e-14,2.41045e-14,5.04095e-15,9.23404e-16,1.49947e-16,2.18097e-17,2.86706e-18,3.43342e-19,3.77329e-20,4.02917e-21
3.69914e-22,3.74498e-21,3.69248e-20,3.36158e-19,2.80734e-18,2.13574e-17,1.46851e-16,9.04423e-16,4.93778e-15,2.36133e-14,9.75441e-14,3.42483e-13,1.00313e-12,2.39983e-12,4.58373e-12,6.83705e-12,7.82902e-12,6.83705e-12,4.58373e-12,2.39983e-12,1.00313e-12,3.42483e-13,9.75441e-14,2.36133e-14,4.93778e-15,9.04423e-16,1.46851e-16,2.13574e-17,2.80734e-18,3.36159e-19,3.69401e-20,3.9441e-21
3.46888e-22,3.51294e-21,3.46466e-20,3.15505e-19,2.63561e-18,2.00566e-17,1.37946e-16,8.4981e-16,4.64087e-15,2.21992e-14,9.17257e-14,3.22129e-13,9.43713e-13,2.25809e-12,4.31361e-12,6.43472e-12,7.36854e-12,6.43472e-12,4.31361e-12,2.25809e-12,9.43713e-13,3.22129e-13,9.17257e-14,2.21992e-14,4.64087e-15,8.4981e-16,1.37946e-16,2.00566e-17,2.63561e-18,3.15507e-19,3.46609e-20,3.69961e-21
3.11681e-22,3.15799e-21,3.11602e-20,2.83889e-19,2.37261e-18,1.80636e-17,1.24296e-16,7.66074e-16,4.18546e-15,2.00295e-14,8.2795e-14,2.90879e-13,8.52458e-13,2.04034e-12,3.89856e-12,5.81645e-12,6.6609e-12,5.81645e-12,3.89856e-12,2.04034e-12,8.52458e-13,2.90879e-13,8.2795e-14,2.00295e-14,4.18546e-15,7.66074e-16,1.24296e-16,1.80636e-17,2.37261e-18,2.8389e-19,3.11731e-20,3.32563e-21
2.68362e-22,2.72098e-21,2.68655e-20,2.4492e-19,2.04825e-18,1.56043e-17,1.07443e-16,6.62625e-16,3.62253e-15,1.73461e-14,7.17442e-14,2.5219e-13,7.39436e-13,1.77056e-12,3.38418e-12,5.05007e-12,5.78367e-12,5.05007e-12,3.38418e-12,1.77056e-12,7.39436e-13,2.5219e-13,7.17442e-14,1.73461e-14,3.62253e-15,6.62625e-16,1.07443e-16,1.56043e-17,2.04825e-18,2.44921e-19,2.68765e-20,2.86521e-21
2.21463e-22,2.24747e-21,2.22084e-20,2.02631e-19,1.696e-18,1.29314e-17,8.91122e-17,5.50023e-16,3.00934e-15,1.44211e-14,5.969e-14,2.09962e-13,6.16003e-13,1.47579e-12,2.82193e-12,4.21217e-12,4.82449e-12,4.21217e-12,2.82193e-12,1.47579e-12,6.16003e-13,2.09962e-13,5.969e-14,1.44211e-14,3.00934e-15,5.50023e-16,8.91122e-17,1.29314e-17,1.696e-18,2.02632e-19,2.22175e-20,2.36639e-21
